koi_disposition,ra,dec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,ra,dec,source
CONFIRMED,62.616081,-45.898243,6450.0,4.03776,1.68443,10.5831,3.6112621,3.5377447,5684.0944144,13.6137403,1818.5488883,1665.5243818,62.616081,-45.898243,TESS
CANDIDATE,62.520982,70.915716,5737.0,4.12,1.46202,12.8051,9.7938352,4.6542394,6228.3071316,13.1815999,254.8254794,1019.0147305,62.520982,70.915716,TESS
CANDIDATE,287.427001,56.364271,6906.0,3.94,2.16,11.2924,11.6999152,3.863,2960.0,12.0929,157.492,986.0,287.427001,56.364271,TESS
CONFIRMED,335.39347,82.216079,6411.0,4.1,1.67219,11.1477,4.6174254,4.5173138,9412.560054,16.6632337,1212.0072219,1504.8598368,335.39347,82.216079,TESS
CANDIDATE,332.9053,82.730642,6320.0,3.94,1.99,12.7397,7.3446285,5.044,4210.0,12.8665,506.001,1321.0,332.9053,82.730642,TESS
CONFIRMED,325.636227,77.734384,6142.0,4.55,0.95,11.2473,3.3207642,2.487,940.0,3.02356,586.762,1371.0,325.636227,77.734384,TESS
CANDIDATE,230.780834,76.331882,5986.0,4.45,1.04,10.7152,4.461878,2.937,500.0,2.32515,459.495,1289.0,230.780834,76.331882,TESS
CANDIDATE,230.780834,76.331882,5986.0,4.45,1.0396301,10.7152,12.822639,3.1703392,750.9057494,3.0954065,101.3928989,809.3225377,230.780834,76.331882,TESS
FALSE POSITIVE,345.981898,85.443022,6655.0,4.5,1.11,11.5576,5.289835,3.179,2330.0,7.64474,2582.58,1986.0,345.981898,85.443022,TESS
CANDIDATE,115.451745,74.183878,5815.0,3.89,1.92,12.2075,0.8659846,0.891,1660.0,8.86618,1311.06,1676.0,115.451745,74.183878,TESS
FALSE POSITIVE,48.854393,-2.175314,6084.8,4.01,1.82,8.28222,7.0114,4.8,8970.0,18.1417,753.673,1459.0,48.854393,-2.175314,TESS
CANDIDATE,111.741144,72.229339,5754.0,4.41,1.04413,12.2319,4.4427146,3.2966866,12220.1525687,11.7585481,375.1250027,1122.4415956,111.741144,72.229339,TESS
CANDIDATE,110.150431,72.7594,7409.0,4.0,2.1503201,11.9399,4.2607797,6.4465003,3857.0364187,13.7822358,3322.0021575,1936.2869886,110.150431,72.7594,TESS
CANDIDATE,290.391821,73.350122,6013.0,3.86,2.05,12.095,4.3744258,5.275,8580.0,19.4866,1159.28,1625.0,290.391821,73.350122,TESS
CANDIDATE,290.057677,73.989657,5644.0,4.22,1.28,12.4899,21.5615248,5.73,3600.0,7.76454,51.2879,745.0,290.057677,73.989657,TESS
CANDIDATE,316.012586,85.878209,5463.0,4.42,1.00007,12.1926,7.1406422,1.9916579,7517.3472752,11.978218,156.6452579,902.2960634,316.012586,85.878209,TESS
CANDIDATE,156.22955,84.754719,5604.0,4.47,0.96,11.6431,5.236124,2.622,930.0,2.94616,188.943,1032.0,156.22955,84.754719,TESS
FALSE POSITIVE,285.797008,57.388177,5095.0,4.52,0.84,12.9474,14.793901,3.171,8150.0,8.42756,19.3352,584.0,285.797008,57.388177,TESS
CANDIDATE,173.833691,79.413053,6016.0,4.36,1.1547199,11.447,29.3821476,2.9371293,6575.439488,14.7329776,41.9877466,649.2327084,173.833691,79.413053,TESS
CANDIDATE,311.820471,76.107008,5661.0,3.77,2.18,12.7553,3.4026932,5.23,2900.0,11.5347,1695.28,1787.0,311.820471,76.107008,TESS
FALSE POSITIVE,110.851802,-58.696738,5834.2,4.24,1.27,10.0793,5.62162,2.675,580.083,3.35879,334.683,1191.0,110.851802,-58.696738,TESS
CANDIDATE,337.594234,77.865504,5929.0,4.09,1.56,12.3623,2.190225,3.151,8750.0,15.1395,1559.45,1750.0,337.594234,77.865504,TESS
CANDIDATE,286.720557,81.654539,5133.0,4.56,0.81,12.4747,3.7453991,3.327,1390.0,3.17171,428.765,1267.0,286.720557,81.654539,TESS
CANDIDATE,268.045217,58.366826,4996.0,4.56,0.79,12.2997,4.1915095,3.187,900.0,2.33252,270.353,1129.0,268.045217,58.366826,TESS
CANDIDATE,175.198472,79.612558,5921.0,4.5,0.97,12.6361,8.2713274,3.809,20740.0,14.0507,146.225,968.0,175.198472,79.612558,TESS
CANDIDATE,275.098441,71.161935,6464.0,3.94,2.04,12.456,1.5569519,1.066,950.0,6.93656,614.242,1386.0,275.098441,71.161935,TESS
CANDIDATE,202.001393,-29.791077,7423.0,3.89774,2.43,9.5399,3.2089372,3.1,6310.0,19.3856,1849.02,1826.0,202.001393,-29.791077,TESS
CANDIDATE,188.565163,-35.05366,7042.0,3.97,2.13,10.1793,3.6928289,3.866,5223.0,15.6542,1756.36,1803.0,188.565163,-35.05366,TESS
FALSE POSITIVE,192.13314,-13.65338,5702.0,4.14,1.42,10.0415,2.2042212,1.011,4250.0,9.78883,97.961,876.0,192.13314,-13.65338,TESS
CONFIRMED,60.385539,-20.450999,5260.0,4.51363,0.844379,10.3074,2.2359865,1.5254332,19058.0137423,13.4367443,491.325955,1200.7764901,60.385539,-20.450999,TESS
CANDIDATE,136.91925,-50.640231,7511.0,3.92857,1.92067,8.2938,1.5954319,1.0,473.6397437,4.3219935,10433.760937,2577.685746,136.91925,-50.640231,TESS
FALSE POSITIVE,42.812401,-73.155511,31000.0,5.59998,0.18,15.951,0.5992533,2.3197658,24379.9383482,2.9919707,228935.2995208,5578.8918184,42.812401,-73.155511,TESS
CANDIDATE,45.914751,-69.747697,5399.6,3.9,1.56,9.2747,27.848697,3.519,343.0,2.77036,19.8693,588.0,45.914751,-69.747697,TESS
CANDIDATE,329.829884,-19.7446,6407.0,4.35687,1.24512,9.10478,11.7915574,1.6063345,661.9685157,3.2687802,187.5928059,943.8952366,329.829884,-19.7446,TESS
CONFIRMED,43.828475,-79.414704,3147.0,5.04654,0.240807,14.2612,4.9019938,1.3243804,10774.951206,2.5554145,5.0534848,382.3996541,43.828475,-79.414704,TESS
CANDIDATE,172.227886,-38.106977,4395.6,4.49,0.938435,10.7194,16.5414219,3.4223633,1098.6666331,3.3270234,23.3426364,560.6053342,172.227886,-38.106977,TESS
CANDIDATE,321.108012,-29.248223,5639.0,4.55041,0.88,8.985,12.7503356,3.297,692.0,2.17135,54.0301,755.0,321.108012,-29.248223,TESS
CANDIDATE,48.283944,-34.375416,6047.0,3.7899,2.2319901,8.301,30.8812601,10.7723374,425.1596999,5.2996592,148.9610746,891.0210182,48.283944,-34.375416,TESS
FALSE POSITIVE,290.672257,-51.426409,3919.0,4.63413,0.593317,13.0123,10.2813284,2.4414916,37333.9631684,11.8759119,10.9982809,464.4628168,290.672257,-51.426409,TESS
CANDIDATE,81.348892,-44.431285,5744.0,4.56261,0.879321,8.7601,46.9621053,5.7665722,757.7887314,2.4680695,11.3814426,468.4562934,81.348892,-44.431285,TESS
FALSE POSITIVE,104.153958,-59.181309,4119.1,4.73,0.555,10.5886,0.4038426,1.0592218,636.6337963,1.442393,710.634979,1316.835102,104.153958,-59.181309,TESS
CANDIDATE,40.92402,-28.343988,5067.0,4.54195,0.816585,10.6617,15.6062307,3.6444849,659.0717891,2.1494954,29.4183635,593.9834944,40.92402,-28.343988,TESS
CANDIDATE,151.707956,-29.966743,5816.0,4.37494,1.10194,8.6282,742.8561164,5.6483285,415.3404179,2.2756143,0.4671053,210.8499272,151.707956,-29.966743,TESS
CANDIDATE,23.788129,-41.507216,6064.1,4.18,1.44,11.8791,4.2300182,1.847,3470.0,17.0408,927.501,1537.0,23.788129,-41.507216,TESS
CANDIDATE,35.04738,-54.10332,5652.8,4.38,1.27,12.7464,6.5081212,5.472,8260.0,11.511,473.037,1299.0,35.04738,-54.10332,TESS
CANDIDATE,22.26623,-8.17935,5943.0,4.42,1.07,12.5496,1.0432995,1.169,3260.0,6.51532,1405.89,1705.0,22.26623,-8.17935,TESS
CANDIDATE,16.001037,-31.68549,5828.0,4.28,1.24,12.5345,3.125924,2.985,18690.0,17.3686,600.297,1378.0,16.001037,-31.68549,TESS
CANDIDATE,62.022558,-12.332383,4665.0,4.6,0.71,12.8512,3.9017499,1.845,27430.0,12.6062,73.9553,816.0,62.022558,-12.332383,TESS
CANDIDATE,59.018561,3.610113,5648.0,4.36,1.09,13.3547,4.746318,3.117,12470.0,12.2509,290.335,1149.0,59.018561,3.610113,TESS
CANDIDATE,99.039982,6.472367,6534.0,4.03,1.85,11.5141,4.4466179,4.511,7930.0,16.7023,1257.77,1659.0,99.039982,6.472367,TESS
FALSE POSITIVE,78.447702,7.055842,5747.3,4.57,0.85,10.6152,2.300698,3.451,780.0,4.87824,17366.7,3198.0,78.447702,7.055842,TESS
CONFIRMED,90.474724,-13.461371,3790.0,4.64,0.61,13.5011,3.5809733,2.18,36850.0,12.0428,40.4443,702.0,90.474724,-13.461371,TESS
CANDIDATE,86.905182,4.382898,7068.0,4.35,1.39,10.9786,3.9592516,3.269,3160.0,7.85756,1272.37,1663.0,86.905182,4.382898,TESS
CANDIDATE,101.297015,-1.96049,5076.0,4.4,0.97,12.672,5.9056572,4.314,10720.0,11.5383,523.023,1332.0,101.297015,-1.96049,TESS
CANDIDATE,98.984253,4.713477,5796.8,4.07,1.56,13.2045,2.4170503,3.246,7730.0,13.975,1340.72,1685.0,98.984253,4.713477,TESS
FALSE POSITIVE,98.313616,-4.1063,7248.0,3.95,2.23,13.3581,1.0681394,2.082,7290.0,19.5184,7148.75,2561.0,98.313616,-4.1063,TESS
CANDIDATE,86.682021,3.98974,6142.0,4.17,1.47,13.2977,0.8631737,1.227,6330.0,12.7525,2000.07,1863.0,86.682021,3.98974,TESS
CONFIRMED,81.853282,-14.27674,5718.0,4.35658,0.860124,9.2711,16.067522,2.6182382,2929.6501469,4.7909617,36.1060604,625.1939631,81.853282,-14.27674,TESS
CONFIRMED,81.853282,-14.27674,5718.0,4.35658,0.860124,9.2711,5.1976858,1.8810737,437.4376044,1.9257346,162.5917886,910.7399798,81.853282,-14.27674,TESS
CANDIDATE,109.772452,-14.970588,4614.0,4.16,1.17,12.9715,1.0754208,1.01,4950.0,9.41227,358.947,1212.0,109.772452,-14.970588,TESS
FALSE POSITIVE,117.475892,-10.381904,6259.0,4.34,1.23,12.6825,1.0435229,1.476,4970.0,9.09391,2148.73,1896.0,117.475892,-10.381904,TESS
CANDIDATE,110.24951,-13.926265,5936.5,4.28,1.59,11.0071,3.491383,2.999,4650.0,11.154,555.531,1352.0,110.24951,-13.926265,TESS
CANDIDATE,113.836327,-11.001601,6915.0,4.19,1.63,13.0896,1.0994412,1.394,3860.0,11.0223,2816.92,2029.0,113.836327,-11.001601,TESS
FALSE POSITIVE,112.729853,-28.684266,6325.0,4.41,1.15885,13.5295,1.1870337,2.7329029,8164.5762553,10.6747149,3443.5604618,1953.7620867,112.729853,-28.684266,TESS
CANDIDATE,118.791369,-22.611009,6976.0,4.22,1.58,12.7868,2.6269521,3.503,12010.0,17.6062,2547.74,1979.0,118.791369,-22.611009,TESS
FALSE POSITIVE,113.982909,-30.748181,3901.0,4.47,0.75,16.0657,1.1471548,1.403,2670.0,3.90118,249.626,1107.0,113.982909,-30.748181,TESS
CANDIDATE,71.802796,-17.253367,5999.0,4.22,1.34655,8.96,0.6333372,0.6217089,1063.7800027,4.4957089,9433.5511834,2513.555923,71.802796,-17.253367,TESS
FALSE POSITIVE,110.868087,3.134948,6158.0,3.87,2.09,12.9913,0.8335712,1.509,3340.0,12.5164,3359.53,2120.0,110.868087,3.134948,TESS
CANDIDATE,104.807393,-37.45202,5944.0,4.43,1.05,12.8006,7.2654708,3.568,13930.0,13.0064,181.435,1022.0,104.807393,-37.45202,TESS
CANDIDATE,114.747907,-30.575281,6289.0,4.11,1.62,12.2815,1.161347,2.471,4320.0,10.7619,6500.64,2501.0,114.747907,-30.575281,TESS
CANDIDATE,107.709537,-20.055305,6610.0,4.16,1.63,12.5536,3.4169475,2.454,6880.0,13.7893,705.607,1435.0,107.709537,-20.055305,TESS
CANDIDATE,114.566022,-23.804576,5932.0,4.07,1.58618,13.5444,6.0219203,6.6297461,14130.5442597,19.1085522,631.2157212,1278.3924624,114.566022,-23.804576,TESS
FALSE POSITIVE,110.294291,-9.500598,9024.0,4.19,2.0,13.5964,1.1385671,1.897,6220.0,16.0326,13181.3,2985.0,110.294291,-9.500598,TESS
CONFIRMED,76.081891,-6.22978,6072.0,4.41,1.0977401,10.4408,3.1615697,3.1425792,17482.2328085,14.8619546,758.1026175,1338.2946709,76.081891,-6.22978,TESS
CANDIDATE,117.472121,-28.353484,8945.0,4.35,1.67,12.3563,3.2970252,2.279,6550.0,13.4619,2098.67,1885.0,117.472121,-28.353484,TESS
FALSE POSITIVE,115.809569,-26.239291,5699.0,4.55,0.89,13.5184,1.2247985,1.645,7640.0,8.32531,1294.24,1670.0,115.809569,-26.239291,TESS
FALSE POSITIVE,113.266602,-30.104096,6079.0,3.92,1.94,13.5689,1.820443,2.643,7330.0,16.6319,2155.48,1898.0,113.266602,-30.104096,TESS
CANDIDATE,106.355066,-21.109526,6481.0,4.38,1.23,13.5392,0.908232,2.28,5020.0,8.54322,7791.46,2617.0,106.355066,-21.109526,TESS
FALSE POSITIVE,106.633113,-38.054496,6044.0,4.29,1.25,13.0556,1.6562803,0.929,5610.0,9.54495,291.778,1151.0,106.633113,-38.054496,TESS
CANDIDATE,149.853813,-45.449353,6115.0,3.72,2.44753,12.7411,0.4021401,1.1432107,3337.1746961,22.9091656,17100.1,3185.0,149.853813,-45.449353,TESS
CANDIDATE,141.395946,-33.229454,4973.0,4.49,0.85,13.3502,1.2732245,1.634,23100.0,13.8628,1086.11,1599.0,141.395946,-33.229454,TESS
CANDIDATE,148.56571,-25.093582,6614.0,4.05,1.84646,12.7797,2.8123314,4.7153653,7201.8344297,16.8822046,3098.3194662,1902.8357335,148.56571,-25.093582,TESS
FALSE POSITIVE,71.921274,-17.745004,5059.0,4.61,0.75,10.5094,1.9784257,2.106,720.0,2.02143,600.02,1378.0,71.921274,-17.745004,TESS
CANDIDATE,139.661657,-32.748719,6531.0,4.05,1.81,12.6943,10.1238604,2.239,7090.0,15.7944,79.2946,831.0,139.661657,-32.748719,TESS
CANDIDATE,113.17513,-51.998148,5967.0,4.07,1.59436,12.4688,3.0579913,3.125607,7764.9825702,14.2454281,1601.6545359,1613.4739633,113.17513,-51.998148,TESS
CANDIDATE,134.371324,-52.039581,6127.0,3.25,4.2160501,10.7492,1.0886286,2.4298631,412.1764427,8.7147619,47343.510594,3762.1392317,134.371324,-52.039581,TESS
CANDIDATE,125.806237,-45.792458,5093.0,4.52,0.800841,11.7519,3.1527177,1.8963737,4102.6968156,5.7168495,316.3922274,1075.6629276,125.806237,-45.792458,TESS
CANDIDATE,111.111271,-51.697365,6126.0,4.41,1.11324,12.9,12.8860009,5.137673,11434.9523427,12.0983571,122.295914,848.1501366,111.111271,-51.697365,TESS
CANDIDATE,123.912362,-50.620853,5883.0,4.39,1.09523,13.5597,4.3539599,3.4390219,41586.4865614,23.0280318,451.4099178,1175.6079755,123.912362,-50.620853,TESS
CANDIDATE,134.433236,-38.371148,5936.0,4.18,2.09,11.548,5.1442317,5.856,4310.0,13.8382,1708.0,1790.0,134.433236,-38.371148,TESS
FALSE POSITIVE,78.098877,-13.605635,6896.7,4.17,1.62,11.5781,3.60364,3.728,6281.32,14.1007,2312.7,1931.0,78.098877,-13.605635,TESS
CANDIDATE,118.800431,-48.703146,7156.0,4.15,1.77,13.4202,4.0185922,4.47,6230.0,13.9642,2154.02,1897.0,118.800431,-48.703146,TESS
FALSE POSITIVE,138.052275,-39.657928,9421.0,4.31,1.79,12.5405,0.9109508,1.473,4720.0,13.0531,18809.1,3262.0,138.052275,-39.657928,TESS
CANDIDATE,131.72005,-51.191017,7302.0,4.49,1.2122999,12.6583,2.6085023,1.9206019,10431.5892384,13.8957666,1947.3076326,1694.2534985,131.72005,-51.191017,TESS
CANDIDATE,128.927489,-53.82826,6416.0,3.9,2.11854,12.5347,1.1462769,2.7834681,4058.2232173,14.1198099,12500.9173208,2696.8402433,128.927489,-53.82826,TESS
FALSE POSITIVE,124.351447,-45.406543,8330.0,4.04,2.26,12.5225,2.5057108,1.962,3170.0,12.9673,2430.56,1956.0,124.351447,-45.406543,TESS
FALSE POSITIVE,141.247814,-42.799765,6519.0,3.54,3.25,12.7158,1.0962372,2.336,2460.0,15.7533,6446.8,2496.0,141.247814,-42.799765,TESS
FALSE POSITIVE,138.741096,-45.122969,7192.0,4.56,1.1,11.7159,4.6512523,2.251,3110.0,6.22936,432.038,1270.0,138.741096,-45.122969,TESS
FALSE POSITIVE,137.490377,-43.201719,6353.0,3.88,2.13,13.3285,3.8505662,2.499,6070.0,16.5768,475.693,1301.0,137.490377,-43.201719,TESS
CANDIDATE,79.102193,-15.510242,5731.0,4.46,0.98926,9.59689,1.3205037,2.0155519,469.4537481,2.1611735,1677.1571947,1632.1617353,79.102193,-15.510242,TESS
CANDIDATE,126.335415,-47.043046,6613.0,4.36,1.2860301,11.1882,5.9977892,4.4957853,7349.0892262,11.3637133,547.2130805,1233.5559917,126.335415,-47.043046,TESS
FALSE POSITIVE,148.08664,-34.95789,6071.0,4.2,1.3925,13.5379,0.8334976,1.452144,3841.4834968,9.0185699,7232.8618655,2352.0540215,148.08664,-34.95789,TESS
FALSE POSITIVE,128.701521,-56.331828,5895.0,4.1,1.53,12.1162,3.7353995,1.836,2360.0,8.61993,230.421,1085.0,128.701521,-56.331828,TESS
CANDIDATE,166.070243,-49.821498,6719.0,4.25,1.48,13.079,1.2125595,1.344,5110.0,11.1279,1780.99,1809.0,166.070243,-49.821498,TESS
CANDIDATE,64.657083,-17.419833,5271.7,4.34,1.02,10.361,0.6090253,1.099,6100.0,15.1945,8004.34,2635.0,64.657083,-17.419833,TESS
CONFIRMED,168.563889,-37.910133,5886.0,4.07,1.58,12.5695,3.4671474,2.405,4770.0,11.6401,391.83,1239.0,168.563889,-37.910133,TESS
CANDIDATE,159.97958,-43.770389,6307.0,4.25,1.39,12.8441,2.7302636,2.645,9410.0,13.7961,945.722,1544.0,159.97958,-43.770389,TESS
CANDIDATE,149.751407,-48.198662,6728.0,3.9,2.23,13.3012,2.9346956,3.447,11160.0,23.898,1718.88,1793.0,149.751407,-48.198662,TESS
CANDIDATE,173.718159,-63.445819,8878.0,4.33,1.7,13.3992,0.4459299,1.266,14630.0,20.4459,44946.6,4056.0,173.718159,-63.445819,TESS
CANDIDATE,295.351296,-76.219867,5976.0,4.27,1.27,13.2152,3.2738129,3.306,13200.0,14.6729,786.258,1475.0,295.351296,-76.219867,TESS
CANDIDATE,302.868371,-64.346282,5483.0,4.14,1.39,13.0236,1.7519943,1.624,4360.0,9.23623,559.892,1355.0,302.868371,-64.346282,TESS
FALSE POSITIVE,235.165334,-81.203316,5914.8,3.59,2.7729599,11.2851,2.0976705,3.3618036,2503.6856881,14.488932,7780.0852689,2395.3326749,235.165334,-81.203316,TESS
CANDIDATE,71.809927,-17.248613,5713.0,3.67,2.35,7.82829,0.6333315,0.404,320.0,6.24344,451.285,1284.0,71.809927,-17.248613,TESS
CANDIDATE,304.700911,-58.687351,5972.0,4.35,1.16,13.1296,3.518972,3.21,13820.0,13.7987,650.74,1407.0,304.700911,-58.687351,TESS
CANDIDATE,301.999038,-70.615591,5780.0,4.51,0.94,12.0797,13.5098037,2.695,24500.0,16.3981,47.2072,730.0,301.999038,-70.615591,TESS
CANDIDATE,276.828678,-77.131653,6838.0,4.32,1.4,11.227,3.0131053,2.207,13660.0,17.061,1049.56,1585.0,276.828678,-77.131653,TESS
CANDIDATE,345.719245,-80.13947,5759.0,4.3,1.8056901,13.0528,3.5008785,4.9601804,6338.2982031,14.5866828,1774.627038,1655.3754994,345.719245,-80.13947,TESS
CANDIDATE,250.890747,-75.988414,6328.0,4.36,1.23,12.9526,1.1703152,1.319,5380.0,9.82528,2357.73,1941.0,250.890747,-75.988414,TESS
CANDIDATE,107.523368,-55.856558,4938.0,4.49,0.85,13.5159,1.0268508,2.172,1430.0,3.2806,2280.33,1925.0,107.523368,-55.856558,TESS
CANDIDATE,234.853397,-85.473742,6387.0,4.0,1.86,12.5483,4.2337624,2.413,5740.0,14.6498,360.852,1214.0,234.853397,-85.473742,TESS
CANDIDATE,100.198832,-56.546373,5036.0,4.54,0.82,13.1853,6.0597,1.242,8270.0,8.06637,21.9969,603.0,100.198832,-56.546373,TESS
CANDIDATE,121.188359,-82.065763,6025.0,3.81,2.18,12.0021,2.9757428,4.43,6820.0,18.7018,1810.83,1817.0,121.188359,-82.065763,TESS
CANDIDATE,109.815227,-80.473777,5313.0,4.59,0.8,12.1412,1.1771655,1.048,1050.0,2.93951,695.522,1430.0,109.815227,-80.473777,TESS
CANDIDATE,290.530405,-83.233448,6029.0,4.27,1.28,13.3404,12.1525595,5.254,6400.0,10.0438,232.183,1087.0,290.530405,-83.233448,TESS
FALSE POSITIVE,266.633808,-70.409811,5878.0,4.36,1.13,13.0566,1.7201092,2.622,7570.0,9.82252,1736.59,1798.0,266.633808,-70.409811,TESS
CANDIDATE,302.978454,-49.001569,5705.0,4.39,1.06,12.6211,1.6242109,2.273,17740.0,14.9916,1180.41,1632.0,302.978454,-49.001569,TESS
CANDIDATE,4.632474,-84.360009,5217.0,4.28,1.14,13.4783,11.3929129,4.46,6880.0,10.0728,81.354,836.0,4.632474,-84.360009,TESS
CANDIDATE,33.449996,-27.867678,4985.0,4.45,0.899081,10.4161,19.9706574,1.8801996,1037.3799062,3.1454612,24.4738096,567.2769582,33.449996,-27.867678,TESS
CANDIDATE,14.351872,-21.550474,5030.0,4.53132,0.821739,10.8724,16.5272651,3.5945709,1074.4297512,2.9241556,27.0141494,581.4569608,14.351872,-21.550474,TESS
CANDIDATE,35.988175,-34.109932,5857.0,4.26578,1.22059,9.1259,722.2619756,7.7126298,480.796335,2.7207078,0.6771439,231.3609161,35.988175,-34.109932,TESS
CANDIDATE,182.100526,-55.047088,6758.0,4.28,1.45,10.2696,6.6019866,5.754,600.0,3.55715,1325.35,1680.0,182.100526,-55.047088,TESS
FALSE POSITIVE,175.539949,-57.368489,7311.1,4.16,3.37,9.9747,0.8062768,1.963,660.0,9.05313,18112.6,3231.0,175.539949,-57.368489,TESS
CANDIDATE,166.25097,-46.034539,5686.0,4.46,0.98,10.1737,6.5445251,2.138,787.0,2.62701,94.6613,868.0,166.25097,-46.034539,TESS
CANDIDATE,14.736175,-76.589893,5653.0,4.55306,0.876001,10.2891,38.7619532,4.5738199,785.4007844,2.5255313,13.958848,492.9832275,14.736175,-76.589893,TESS
CANDIDATE,72.356386,-43.353685,6908.0,4.12055,1.76524,9.4623,8.6110844,2.0181798,542.6102038,4.3063675,716.9343478,1319.7436969,72.356386,-43.353685,TESS
CONFIRMED,126.615828,10.080371,6352.33,4.30502,1.31,8.4642,15.5718552,4.931,380.0,2.44317,115.206,912.0,126.615828,10.080371,TESS
CONFIRMED,126.615828,10.080371,6352.33,4.30502,1.30883,8.4642,31.7180208,2.3326321,292.8649645,2.2998049,55.617465,696.5022874,126.615828,10.080371,TESS
CANDIDATE,310.443577,-68.134987,6200.0,3.63371,2.7539101,7.8459,183.0019106,2.5483505,396.3670005,5.5931205,22.4438469,555.1292025,310.443577,-68.134987,TESS
CANDIDATE,310.443577,-68.134987,6200.0,3.63371,2.7539101,7.8459,374.3644315,3.6392863,310.5114444,5.1223706,8.6426188,437.3016226,310.443577,-68.134987,TESS
CONFIRMED,64.13091,-28.315791,2887.0,5.15917,0.155498,14.2683,2.7299049,0.8257288,7427.7249664,1.3513606,4.0669768,362.1910146,64.13091,-28.315791,TESS
CANDIDATE,81.327498,-75.693734,6079.16,4.438,1.09843,6.6418,32.696666,4.428309,108.5170828,1.3159881,33.7475807,614.7243418,81.327498,-75.693734,TESS
CANDIDATE,81.327498,-75.693734,6079.16,4.438,1.09843,6.6418,4.6545798,3.1445137,24.5834929,0.5531037,454.0182322,1177.3025181,81.327498,-75.693734,TESS
CONFIRMED,327.753069,-43.562364,5015.0,4.47652,0.79,10.339,9.1512776,2.616,1074.0,2.45142,55.3616,759.0,327.753069,-43.562364,TESS
CONFIRMED,83.26925,-26.72387,4891.0,4.62,0.726632,8.1705,12.4610086,3.3195777,2078.1425981,3.2809492,28.3587888,588.5612549,83.26925,-26.72387,TESS
CONFIRMED,83.26925,-26.72387,4891.0,4.62,0.726632,8.1705,0.4900589,1.0123328,291.0399722,1.4741529,2120.4474663,1730.7192689,83.26925,-26.72387,TESS
CANDIDATE,351.903531,-25.508462,4159.0,4.53501,0.721084,9.4961,739.1670007,5.7183604,1376.1395053,2.6735992,0.0724872,132.3381364,351.903531,-25.508462,TESS
CANDIDATE,41.685522,-31.17932,5159.0,4.519,0.850729,10.7236,15.0700779,3.8675641,852.6165721,2.7293235,35.2598429,621.4981538,41.685522,-31.17932,TESS
CANDIDATE,41.685522,-31.17932,5159.0,4.519,0.850729,10.7236,0.9902892,1.3567356,278.9096992,1.4156529,1329.6938235,1540.1309997,41.685522,-31.17932,TESS
FALSE POSITIVE,37.547588,-3.405125,3808.0,4.69366,0.55033,10.4779,726.1175225,2.2543368,1707.6927809,2.4385296,0.6393259,228.0606305,37.547588,-3.405125,TESS
CANDIDATE,108.884571,-55.555017,5781.0,3.82788,2.0587699,9.6032,6.8227645,6.5295445,225.7612905,3.6003512,832.7758427,1370.0984633,108.884571,-55.555017,TESS
FALSE POSITIVE,71.266602,5.871586,7802.0,4.21386,1.76118,8.22109,73.580982,2.1441598,347.4450365,3.3991025,57.7754894,703.162429,71.266602,5.871586,TESS
CANDIDATE,344.622965,-44.716935,5809.0,4.56733,0.914215,10.2768,8.2861614,3.436315,617.1152562,2.2912229,109.7988765,825.5991243,344.622965,-44.716935,TESS
CONFIRMED,126.5535,12.281851,5742.0,4.58473,0.86,12.7462,20.2730282,3.651,17182.0,10.4386,20.4393,592.0,126.5535,12.281851,TESS
CANDIDATE,38.31042,1.69093,4354.29,4.39555,0.865987,10.0121,358.2825093,4.1416672,1862.6949843,3.8800495,0.3201261,191.8448019,38.31042,1.69093,TESS
CANDIDATE,59.771874,6.924473,5683.0,4.58721,0.846842,10.3687,1.1343824,1.4445,313.8458861,1.7532446,1466.6875463,1578.3530385,59.771874,6.924473,TESS
FALSE POSITIVE,57.865664,-10.614078,6846.0,4.23,1.2,12.6038,2.24704,2.713,18890.4,18.1799,1793.26,1812.0,57.865664,-10.614078,TESS
CONFIRMED,51.640345,-43.613665,5871.0,4.43296,1.04,8.6022,25.1290153,4.271,465.0,1.93226,25.7431,627.0,51.640345,-43.613665,TESS
FALSE POSITIVE,51.640345,-43.613665,5871.0,4.43296,1.03563,8.6022,46.4093732,4.822337,435.7347505,2.1862997,17.1730953,519.1966657,51.640345,-43.613665,TESS
CANDIDATE,73.7411,-41.34421,5914.2,4.30929,1.20531,10.162,13.4190972,5.209244,348.2384065,2.4168515,123.7286797,850.6234364,73.7411,-41.34421,TESS
FALSE POSITIVE,54.466785,-30.057438,3414.0,4.77364,0.458861,12.531,14.6762658,3.2320455,3499.9379734,2.8523348,3.139825,339.5049488,54.466785,-30.057438,TESS
FALSE POSITIVE,54.466785,-30.057438,3414.0,4.77364,0.458861,12.531,21.9692578,3.5662307,7940.6152389,4.1061739,1.8336046,296.7878863,54.466785,-30.057438,TESS
CANDIDATE,145.646473,-19.235699,3479.0,4.8309,0.395397,9.75311,6.2509468,1.1882969,770.1195597,1.1306823,8.76241,438.8091174,145.646473,-19.235699,TESS
