koi_disposition,ra,dec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_period,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,ra,dec,source
CANDIDATE,355.081093,62.136748,6238.0,3.7,2.57,12.4615,3.3501179,1.651,4066.0,17.5987,279.334,1138.0,355.081093,62.136748,TESS
CANDIDATE,354.138342,60.526208,6016.0,4.1,1.55,12.2996,6.2329571,3.043,2367.0,14.2956,1245.8,1655.0,354.138342,60.526208,TESS
FALSE POSITIVE,351.796938,60.231831,7588.0,4.09,1.99,12.8114,1.8011961,3.23,2280.0,9.1446,8355.02,2663.0,351.796938,60.231831,TESS
CANDIDATE,349.095834,64.72187,7220.0,3.98,2.15,12.8051,4.7253516,5.123,7817.0,17.6483,2045.04,1873.0,349.095834,64.72187,TESS
CANDIDATE,301.673149,61.169351,7211.0,4.14,1.79,12.1661,4.6709424,0.101,870.0,21.2461,2.26831,341.0,301.673149,61.169351,TESS
FALSE POSITIVE,76.833621,-48.115889,5973.5,3.89,1.14,10.231,1.5464949,1.101,930.0,3.7295,438.793,1275.0,76.833621,-48.115889,TESS
CANDIDATE,296.066251,77.23545,5647.0,4.08,1.51,13.3604,10.6001229,5.375,6115.0,10.601,240.751,1097.0,296.066251,77.23545,TESS
CANDIDATE,9.305074,61.205097,5908.0,4.54,0.92,10.7486,10.511362,3.112,16120.0,11.935,61.3806,779.0,9.305074,61.205097,TESS
CANDIDATE,236.236361,45.627745,5095.7,4.47,0.89,13.3926,1.7922888,1.622,18880.0,12.6983,318.713,1177.0,236.236361,45.627745,TESS
FALSE POSITIVE,227.305873,44.700876,4507.0,4.64,0.67,11.8993,9.4258906,2.406,4450.0,9.65497,76.541,824.0,227.305873,44.700876,TESS
CONFIRMED,224.356008,44.274322,5993.0,4.12,1.5,11.8136,6.6080989,3.928,6740.0,12.1125,298.497,1157.0,224.356008,44.274322,TESS
CANDIDATE,231.126555,46.694516,5627.0,4.55,0.88,11.379,23.2547644,7.935,9410.0,10.7553,172.212,1009.0,231.126555,46.694516,TESS
CANDIDATE,11.370172,78.447722,5548.0,3.82,2.02,13.4497,3.5472157,4.503,6550.0,16.293,992.177,1563.0,11.370172,78.447722,TESS
FALSE POSITIVE,14.558693,61.099519,6806.0,4.22,1.56,12.9447,2.041659,3.521,3230.0,8.90978,5195.14,2365.0,14.558693,61.099519,TESS
CONFIRMED,37.155522,-7.060667,5500.0,4.48298,0.933975,9.62713,1.3600283,2.1652751,19427.6944703,13.0911813,1343.1568273,1544.0146992,37.155522,-7.060667,TESS
CANDIDATE,12.841937,59.575861,5854.0,4.04,1.63,11.863,3.6089193,2.255,5318.0,17.0677,1247.0,1655.0,12.841937,59.575861,TESS
FALSE POSITIVE,12.855316,59.409908,7209.0,4.06,1.96,12.9165,2.2437501,3.821,2880.0,10.0826,5651.55,2415.0,12.855316,59.409908,TESS
CANDIDATE,352.556471,53.156351,7469.0,3.95,2.3,12.9324,5.3438948,4.139,6479.0,16.9428,1248.08,1655.0,352.556471,53.156351,TESS
CONFIRMED,226.337147,36.786975,3422.0,4.77,0.46,13.4609,4.3533211,1.894,21740.0,7.17236,14.9972,548.0,226.337147,36.786975,TESS
CANDIDATE,8.508428,58.844293,6334.0,3.86,2.17,12.2454,2.8744227,4.081,5002.0,13.3953,2213.89,1910.0,8.508428,58.844293,TESS
FALSE POSITIVE,77.047577,-50.858906,4752.8,4.37,0.982066,10.6793,1.5716819,1.9672248,743.4097278,4.5091786,715.6772333,1319.1647872,77.047577,-50.858906,TESS
FALSE POSITIVE,5.117344,63.031396,8648.0,3.6,3.85,11.6697,5.8423636,2.416,2280.0,18.7395,716.73,1441.0,5.117344,63.031396,TESS
FALSE POSITIVE,6.140224,62.235631,6827.0,4.25,1.51,11.0986,3.8974136,2.061,1990.0,6.8757,504.623,1320.0,6.140224,62.235631,TESS
FALSE POSITIVE,1.186715,54.196681,6278.0,4.03,1.77,12.0205,17.2045725,4.987,3770.0,21.5086,434.974,1272.0,1.186715,54.196681,TESS
CANDIDATE,3.392818,59.896534,5997.0,4.21,1.37,12.9854,3.4600026,1.827,8214.0,17.6761,744.569,1455.0,3.392818,59.896534,TESS
CANDIDATE,7.636991,56.331467,5696.0,4.31,1.17,12.1134,1.81451,1.746,12864.0,13.3431,609.008,1383.0,7.636991,56.331467,TESS
FALSE POSITIVE,9.945507,62.393358,5659.0,3.78,2.14,11.6437,4.112385,3.474,2110.0,9.65749,570.966,1361.0,9.945507,62.393358,TESS
CONFIRMED,41.63916,-0.464125,6272.0,4.25771,1.42,11.3161,3.6344447,3.871,9230.0,14.25,1133.73,1616.0,41.63916,-0.464125,TESS
CANDIDATE,0.974631,64.77632,7493.0,4.12,1.9,12.5696,3.7027104,3.572,12813.0,21.058,1803.49,1815.0,0.974631,64.77632,TESS
CANDIDATE,2.528952,64.572568,5696.0,4.37,1.09,11.7194,4.8982659,2.874,2055.0,4.84123,293.004,1152.0,2.528952,64.572568,TESS
FALSE POSITIVE,2.335558,60.159078,6274.0,3.86,2.15,12.9214,3.3378852,3.261,5564.0,19.0038,1878.15,1834.0,2.335558,60.159078,TESS
CANDIDATE,26.462243,63.924718,6647.0,4.29,1.4,12.9762,3.9606593,3.442,5810.0,10.7218,970.247,1554.0,26.462243,63.924718,TESS
FALSE POSITIVE,34.119911,76.253181,5115.0,3.91,1.69,11.7899,3.8471662,2.214,1770.0,7.48475,173.747,1011.0,34.119911,76.253181,TESS
CANDIDATE,23.655685,62.325517,7998.0,4.6,1.16,12.4705,4.5432349,3.609,12236.0,12.5868,1563.16,1751.0,23.655685,62.325517,TESS
FALSE POSITIVE,34.293884,70.39598,6603.0,4.16,1.62,10.702,2.8278059,2.174,650.0,4.22619,885.332,1519.0,34.293884,70.39598,TESS
CANDIDATE,12.779931,70.94581,5994.0,3.92,1.91,12.1693,4.3271416,2.382,5340.0,14.5369,400.919,1246.0,12.779931,70.94581,TESS
FALSE POSITIVE,74.466453,-53.817948,5928.0,4.48,0.96,8.235,2.48548,2.621,160.0,1.28248,1105.11,1606.0,74.466453,-53.817948,TESS
CONFIRMED,20.21482,66.072201,4888.0,4.45,0.880213,11.5163,5.4146235,2.9417261,4983.0756289,6.6139476,126.2342489,872.0,20.21482,66.072201,TESS
CONFIRMED,20.21482,66.072201,4888.0,4.45,0.880213,11.5163,14.7091662,3.6278152,5047.9326311,6.5471787,33.3030602,612.6899904,20.21482,66.072201,TESS
CONFIRMED,20.21482,66.072201,4888.0,4.45,0.880213,11.5163,1.3483075,1.7568331,1206.3535884,3.1949876,805.779628,1358.8572016,20.21482,66.072201,TESS
CANDIDATE,24.601013,72.993169,5815.0,4.1,1.51,13.2395,4.3359117,3.461,8530.0,13.9797,485.004,1307.0,24.601013,72.993169,TESS
CANDIDATE,41.39883,66.359231,4324.0,4.49,0.77,13.3507,1.82544,1.744,21650.0,11.7503,181.783,1022.0,41.39883,66.359231,TESS
CANDIDATE,25.79114,70.914425,5407.0,3.64,2.42,13.0217,2.6325313,4.167,4220.0,15.2766,1493.24,1731.0,25.79114,70.914425,TESS
CANDIDATE,58.204664,68.777467,5863.0,4.48,0.98,13.4891,2.8067423,1.997,17630.0,13.4381,361.087,1214.0,58.204664,68.777467,TESS
CANDIDATE,53.419992,68.612667,5947.0,4.12,1.51,10.767,4.7427131,3.115,13560.0,17.876,320.783,1179.0,53.419992,68.612667,TESS
FALSE POSITIVE,9.170845,65.937486,6620.0,4.04,1.87,12.6967,2.2963814,2.649,7950.0,20.9239,5163.1,2361.0,9.170845,65.937486,TESS
CONFIRMED,36.867885,-27.636117,5175.2,4.37657,0.841842,8.3157,4.7559737,2.5469696,398.6310113,1.725417,161.7314334,909.5327855,36.867885,-27.636117,TESS
CONFIRMED,36.867885,-27.636117,5175.2,4.37657,0.841842,8.3157,17.1807214,2.1004813,680.1385904,2.1954034,29.1782002,592.7674866,36.867885,-27.636117,TESS
CANDIDATE,28.657722,64.569849,6429.0,3.92,2.07,11.08,5.1175439,1.483,3090.0,12.6029,131.814,943.0,28.657722,64.569849,TESS
CANDIDATE,335.627605,78.262333,5842.0,3.9,1.9,13.2309,6.3262148,5.353,4928.0,12.5231,558.3,1354.0,335.627605,78.262333,TESS
CANDIDATE,257.448863,77.485328,5770.0,4.29,1.2,13.3177,16.2840915,6.45,4600.0,7.99273,121.312,924.0,257.448863,77.485328,TESS
CANDIDATE,353.15863,69.422141,5593.0,4.52,0.91,11.3099,3.6074546,2.197,1168.0,2.69934,297.468,1156.0,353.15863,69.422141,TESS
CANDIDATE,355.230606,69.974452,5963.0,4.3,1.22,13.0911,3.9589142,2.42,16160.0,15.2242,301.848,1161.0,355.230606,69.974452,TESS
CANDIDATE,239.233719,16.980285,5712.4,4.3,1.18,11.1718,5.8850401,3.622,3030.0,6.61503,282.509,1142.0,239.233719,16.980285,TESS
CONFIRMED,52.818037,-23.819792,6153.0,4.34152,1.25,11.185,3.532822,3.44312,11283.619423,13.474905,837.7033716,1372.1206975,52.818037,-23.819792,TESS
CANDIDATE,277.622837,56.770452,5574.0,4.44,0.99,13.2338,2.5089892,2.341,2970.0,5.46523,609.961,1384.0,277.622837,56.770452,TESS
CANDIDATE,277.325439,55.320525,5637.9,4.49,0.945159,13.2687,10.0462596,2.1788712,18214.2478783,16.4472821,97.290087,801.0080118,277.325439,55.320525,TESS
FALSE POSITIVE,313.098531,66.599315,6223.0,4.39,1.16,11.0498,2.4567112,1.716,530.0,3.05136,614.383,1387.0,313.098531,66.599315,TESS
CANDIDATE,335.146984,71.767346,5760.0,3.92,1.85,12.5798,1.8020923,2.949,8570.0,17.3634,1870.78,1832.0,335.146984,71.767346,TESS
FALSE POSITIVE,355.51293,76.918784,5778.0,3.92,1.84,12.3618,2.7761628,2.139,1340.0,6.58454,538.633,1342.0,355.51293,76.918784,TESS
FALSE POSITIVE,342.552349,75.860399,6139.0,3.71,2.48,11.3896,4.7257129,2.701,1740.0,10.5468,350.147,1205.0,342.552349,75.860399,TESS
CANDIDATE,305.02027,73.277764,5671.0,4.12,1.45,13.0885,4.2989288,3.022,4590.0,9.94472,371.547,1223.0,305.02027,73.277764,TESS
CANDIDATE,273.734478,49.761588,5777.0,4.42,1.05,12.9186,4.7308142,3.062,8780.0,9.85689,295.429,1154.0,273.734478,49.761588,TESS
CONFIRMED,58.429011,-34.328272,5473.0,4.60845,0.718635,12.3943,2.9626402,1.9096724,27118.3262165,12.65489,269.8828476,1033.7453536,58.429011,-34.328272,TESS
CANDIDATE,268.614463,77.48831,5446.0,4.57,0.835627,12.3407,7.1357259,2.5094893,1047.4205923,2.7853042,108.1100329,822.4059608,268.614463,77.48831,TESS
CANDIDATE,246.855462,21.616792,5914.8,4.17,1.41,10.9342,7.8808589,4.788,5120.0,10.2354,289.546,1149.0,246.855462,21.616792,TESS
CANDIDATE,255.364082,28.988524,5983.9,4.2,1.38,13.1659,2.3238426,2.391,9780.0,13.8867,870.497,1513.0,255.364082,28.988524,TESS
CANDIDATE,325.554628,69.504808,5926.0,4.01,1.7,12.2319,5.1191172,5.563,6317.0,13.0806,939.766,1542.0,325.554628,69.504808,TESS
FALSE POSITIVE,256.664332,63.778535,4460.0,4.56,0.73,13.2653,4.1508803,2.256,12290.0,8.31799,70.6022,807.0,256.664332,63.778535,TESS
CANDIDATE,238.686827,25.01394,6209.0,4.13,1.56,10.6525,0.7583741,0.748,850.0,5.4111,1262.0,1660.0,238.686827,25.01394,TESS
CANDIDATE,351.605114,68.03607,8103.0,4.24,1.77,13.028,4.5029619,4.169,2890.0,9.44788,2710.22,2010.0,351.605114,68.03607,TESS
FALSE POSITIVE,346.577907,71.21333,6184.0,4.1,1.6,13.1947,1.972401,2.435,7460.0,14.7348,2239.66,1916.0,346.577907,71.21333,TESS
CANDIDATE,293.764805,66.25505,4953.0,4.55,0.791713,13.2588,31.4001189,2.545496,15097.0640966,10.2456091,10.156754,455.3113573,293.764805,66.25505,TESS
CANDIDATE,306.85268,68.231866,5966.0,4.08,1.58,13.2838,4.6546139,1.365,5540.0,12.7473,91.4646,861.0,306.85268,68.231866,TESS
CANDIDATE,240.691824,71.224288,5091.0,4.36,1.0,13.0273,1.5373948,1.194,2710.0,5.76435,621.715,1391.0,240.691824,71.224288,TESS
FALSE POSITIVE,282.663177,55.801405,5406.0,4.53,0.87,13.0109,0.7409429,1.084,2460.0,4.58442,1523.27,1740.0,282.663177,55.801405,TESS
CANDIDATE,276.291469,60.773296,4697.0,4.55,0.760629,13.0533,17.356719,2.5707102,12730.2717116,9.705386,17.7377655,523.4129662,276.291469,60.773296,TESS
CANDIDATE,269.179221,64.766624,5675.0,4.41,1.04,13.1755,4.567925,3.047,18440.0,14.2306,266.468,1125.0,269.179221,64.766624,TESS
CANDIDATE,247.549643,49.895791,6328.9,4.15,1.55,11.4354,5.0518907,3.743,3310.0,9.11036,588.998,1372.0,247.549643,49.895791,TESS
CANDIDATE,286.186545,64.153145,5702.0,4.46,0.98,13.2611,2.4076941,1.438,4810.0,7.15781,255.63,1113.0,286.186545,64.153145,TESS
CANDIDATE,274.182772,76.890911,4928.0,4.52,0.82,13.084,2.0381761,1.988,23020.0,13.0071,310.835,1169.0,274.182772,76.890911,TESS
CONFIRMED,49.262643,-42.244149,3349.0,4.94138,0.388609,11.2828,13.1757294,2.1570272,2479.3477138,1.9602373,2.6453174,325.2663942,49.262643,-42.244149,TESS
CONFIRMED,49.262643,-42.244149,3349.0,4.94138,0.388609,11.2828,6.614911,0.9654605,1060.5715819,1.2731554,6.6294678,409.2506857,49.262643,-42.244149,TESS
CANDIDATE,259.098604,67.566607,5332.0,4.35,1.06,13.4167,6.7473822,2.112,14810.0,13.1026,47.3055,730.0,259.098604,67.566607,TESS
CANDIDATE,244.369594,46.648021,5099.9,4.45,0.912575,13.0444,1.6323062,1.890872,12429.1862217,15.8543427,757.4076888,1337.9878723,244.369594,46.648021,TESS
CANDIDATE,243.370371,42.885503,5622.4,3.98,1.68668,12.6555,3.8823511,2.6909833,3177.344653,9.5364228,1088.6638396,1465.018804,243.370371,42.885503,TESS
CANDIDATE,242.83196,47.712652,5657.0,4.3,1.18,12.8377,3.5908038,3.027,6690.0,9.85407,462.467,1291.0,242.83196,47.712652,TESS
CANDIDATE,245.992526,45.261098,4914.0,4.49,0.85,13.3925,6.7201811,3.187,18030.0,11.5271,76.4183,823.0,245.992526,45.261098,TESS
FALSE POSITIVE,243.935867,48.325503,5801.0,4.36,1.11792,13.1815,3.6772391,4.2517064,13763.2116365,13.2496189,567.6066573,1244.8918384,243.935867,48.325503,TESS
FALSE POSITIVE,233.694873,79.449837,6409.0,4.4,1.18,13.3675,1.1578392,1.363,9660.0,11.2362,2519.45,1973.0,233.694873,79.449837,TESS
CANDIDATE,252.593952,16.982718,5366.0,4.47,0.93,13.0531,2.7240303,1.649,12600.0,10.9383,193.03,1038.0,252.593952,16.982718,TESS
CANDIDATE,111.211721,-62.092431,5830.0,4.26,1.86,12.7862,2.1654694,3.408,4990.0,13.5615,2503.96,1970.0,111.211721,-62.092431,TESS
CANDIDATE,250.276118,42.436314,5229.0,4.49,0.89,13.0022,3.1504798,1.096,9210.0,10.0008,98.0783,876.0,250.276118,42.436314,TESS
CANDIDATE,249.291448,43.344761,4937.5,4.64,0.71,10.7133,6.5169955,2.416,930.0,2.26174,62.6073,783.0,249.291448,43.344761,TESS
CANDIDATE,29.423373,63.90459,7932.0,4.32,1.56,12.6844,3.2175013,3.2,11871.0,16.011,1034.94,1580.0,29.423373,63.90459,TESS
CANDIDATE,250.907053,36.141365,5957.0,4.3,1.23,12.5834,4.3965758,2.827,6250.0,9.71601,350.289,1205.0,250.907053,36.141365,TESS
CANDIDATE,250.298493,38.961556,4887.0,4.53,0.801525,12.8682,5.5679111,2.4294368,12867.4456847,9.5108395,100.8499947,808.2369842,250.298493,38.961556,TESS
CANDIDATE,19.980843,64.538054,6178.0,4.44,1.08,12.1484,1.9872259,2.486,19450.0,15.6112,1292.25,1670.0,19.980843,64.538054,TESS
FALSE POSITIVE,47.82774,-35.628068,5600.0,4.43748,0.98,9.6114,1.33679,1.488,700.0,2.70732,1038.31,1581.0,47.82774,-35.628068,TESS
CANDIDATE,84.865203,81.54345,5389.0,4.43,0.97,13.3593,3.7519831,2.891,17240.0,12.9516,297.501,1157.0,84.865203,81.54345,TESS
CANDIDATE,21.572736,64.840007,5707.0,3.64,2.53632,10.6675,9.2584055,3.8583323,2039.8195589,11.7073433,811.0432719,1361.0709228,21.572736,64.840007,TESS
CANDIDATE,17.399896,69.732043,5972.0,4.23,1.34,12.804,4.625568,3.645,9810.0,13.2242,493.442,1313.0,17.399896,69.732043,TESS
FALSE POSITIVE,26.687843,63.612237,7047.0,3.85,2.46,11.6433,2.0714803,3.108,1660.0,9.7546,4440.11,2274.0,26.687843,63.612237,TESS
CANDIDATE,280.779456,20.21884,5725.0,4.49,0.96,12.8934,15.634183,2.888,12980.0,11.238,23.2536,611.0,280.779456,20.21884,TESS
CANDIDATE,281.83562,26.417834,5257.0,4.37,1.02586,11.9705,2.8285323,2.7144158,9695.9755103,10.3779772,504.0504139,1208.4765945,281.83562,26.417834,TESS
CANDIDATE,138.280617,85.271029,5783.0,4.01,1.66513,12.111,5.6917579,5.3459619,5379.1683802,12.6894204,694.6315867,1309.3579262,138.280617,85.271029,TESS
CONFIRMED,217.925779,83.372706,6071.0,4.39,1.12,11.2961,3.1774814,2.824,14190.0,13.9016,625.157,1393.0,217.925779,83.372706,TESS
CANDIDATE,100.081046,76.553069,5686.0,4.28,1.21,12.2523,2.7284428,2.201,10460.0,12.71,427.584,1266.0,100.081046,76.553069,TESS
FALSE POSITIVE,104.181674,-60.687954,4913.8,4.54,0.73,9.1536,6.7992776,1.58,210.0,1.09621,30.7937,656.0,104.181674,-60.687954,TESS
CANDIDATE,278.232233,39.637997,4740.0,4.49,0.82,12.5509,3.177514,2.043,3640.0,5.10272,150.032,975.0,278.232233,39.637997,TESS
FALSE POSITIVE,277.979234,39.669309,6171.0,4.35,1.2,11.2834,3.0038696,3.24,760.0,3.44576,1394.39,1702.0,277.979234,39.669309,TESS
CANDIDATE,258.431157,81.004051,5667.0,4.14,1.41,12.8687,7.495973,5.366,7790.0,12.6471,328.532,1186.0,258.431157,81.004051,TESS
CANDIDATE,290.738474,59.431202,5388.0,4.61,0.79,12.1517,10.4722034,3.282,1769.0,3.13882,59.5148,773.0,290.738474,59.431202,TESS
CANDIDATE,290.738474,59.431202,5388.0,4.61,0.791536,12.1517,17.7046155,4.2555427,1283.7058316,2.8587599,27.963637,586.5001986,290.738474,59.431202,TESS
CANDIDATE,297.678176,68.167662,6186.0,4.33,1.2372299,11.1004,4.9111786,2.6459244,606.3968298,3.4399601,561.8717441,1241.735358,297.678176,68.167662,TESS
CANDIDATE,257.899648,47.257065,5737.0,4.37,1.09,12.9287,4.1539244,1.41,7500.0,9.73932,86.6756,850.0,257.899648,47.257065,TESS
CANDIDATE,237.986823,67.039685,5053.0,4.46,0.9,12.4983,10.1045108,3.23,1490.0,3.3818,47.9649,733.0,237.986823,67.039685,TESS
CANDIDATE,320.233103,83.022778,5636.0,4.61,0.82,12.4222,2.7741864,2.005,1910.0,3.6487,393.387,1240.0,320.233103,83.022778,TESS
CANDIDATE,319.351026,79.6107,5650.0,4.17,1.37,12.0216,1.1789842,0.856,1160.0,5.02454,403.61,1248.0,319.351026,79.6107,TESS
CANDIDATE,294.561939,71.574534,4836.0,4.6,0.73,11.9512,4.3954123,2.306,850.0,2.02986,119.282,920.0,294.561939,71.574534,TESS
FALSE POSITIVE,56.815012,-52.985207,6000.2,4.36,1.33,10.0081,1.42744,1.973,450.0,7.86301,28512.6,3620.0,56.815012,-52.985207,TESS
FALSE POSITIVE,297.484569,73.086464,5221.0,4.62,0.76,11.812,2.6834113,1.146,760.0,2.33576,168.322,1003.0,297.484569,73.086464,TESS
CANDIDATE,289.751203,82.875584,5674.0,4.4,1.05,11.2056,12.2740928,3.532,14450.0,12.7514,50.0141,740.0,289.751203,82.875584,TESS
CANDIDATE,277.717657,19.796009,6676.0,3.9,2.2,12.9978,2.3757662,3.323,7500.0,19.1019,2544.85,1978.0,277.717657,19.796009,TESS
CANDIDATE,282.204034,65.941643,5845.0,3.75,2.25,12.5452,5.7152049,2.783,2080.0,10.4523,213.024,1064.0,282.204034,65.941643,TESS
CANDIDATE,280.745794,62.818388,5740.0,4.45,1.0,11.2452,16.3558787,4.674,1220.0,3.48406,68.1566,800.0,280.745794,62.818388,TESS
CANDIDATE,269.240718,58.882622,4003.0,4.59,0.66,12.8398,3.5322939,1.901,2450.0,3.40196,64.0026,787.0,269.240718,58.882622,TESS
CANDIDATE,257.667388,60.028468,5834.0,3.89,1.93,11.9824,14.4348737,6.023,1640.0,8.117,220.777,1073.0,257.667388,60.028468,TESS
CANDIDATE,246.36791,66.351585,4103.0,4.62,0.65,12.73,12.320331,2.327,5790.0,5.10721,7.71974,464.0,246.36791,66.351585,TESS
CONFIRMED,54.819538,-42.763028,6101.0,4.38774,1.11672,7.757,9.5730706,3.7949677,370.8091141,2.3053058,186.024825,941.9166541,54.819538,-42.763028,TESS
CONFIRMED,54.819538,-42.763028,6101.0,4.38774,1.11672,7.757,4.040413,3.5274466,143.394396,1.5473747,587.586178,1255.7050544,54.819538,-42.763028,TESS
FALSE POSITIVE,244.441282,69.447713,6377.0,4.17,1.53,11.1315,0.7676706,1.057,340.0,2.98877,2825.39,2031.0,244.441282,69.447713,TESS
CANDIDATE,290.980736,63.557271,5596.0,4.15,1.39,12.955,12.2788421,4.387,4960.0,9.64521,84.8171,845.0,290.980736,63.557271,TESS
CANDIDATE,283.889684,71.400671,5174.0,4.58,0.79,11.101,22.1575175,3.374,837.0,2.17495,12.4497,523.0,283.889684,71.400671,TESS
CANDIDATE,292.965281,61.882054,4080.0,4.56,0.692076,12.3109,4.8038539,2.7824259,2380.362129,4.0981388,51.6275524,683.6599416,292.965281,61.882054,TESS
CANDIDATE,249.121348,57.150009,4602.0,4.48,0.82,12.8076,2.9855843,1.184,9990.0,10.0005,100.984,883.0,249.121348,57.150009,TESS
CANDIDATE,246.202805,60.965502,5775.0,4.2,1.33728,12.6541,25.0930011,5.5344286,5820.9357478,10.3058363,62.0331918,715.7737734,246.202805,60.965502,TESS
CANDIDATE,268.37328,46.34641,5855.0,4.3,1.21,12.7376,2.5551882,2.356,11630.0,13.5962,595.9,1376.0,268.37328,46.34641,TESS
CANDIDATE,246.270436,73.283495,4950.0,4.21,1.18,12.9267,5.201975,1.175,4990.0,9.15316,30.1871,653.0,246.270436,73.283495,TESS
FALSE POSITIVE,64.311488,-38.844171,8666.0,3.80083,3.13,8.7929,1.1096992,2.097,620.0,9.33715,122457.0,5211.0,64.311488,-38.844171,TESS
CANDIDATE,241.928706,82.072535,5828.0,3.96,1.77,12.8777,4.8952783,5.325,4730.0,14.0672,883.882,1519.0,241.928706,82.072535,TESS
CANDIDATE,267.707093,16.774858,7167.0,4.3,1.49,11.6881,2.8622679,2.646,14440.0,18.4047,1757.24,1803.0,267.707093,16.774858,TESS
CANDIDATE,184.968065,83.235697,6015.0,3.45,3.3,12.0844,2.4307782,1.708,1310.0,12.4035,506.486,1321.0,184.968065,83.235697,TESS
CANDIDATE,131.233555,75.105679,5375.0,4.55,0.847241,11.8522,2.787945,1.5084757,3211.467356,7.5851475,374.4763489,1121.9560583,131.233555,75.105679,TESS
CANDIDATE,109.305384,70.780189,5873.0,4.08,1.5585099,12.72,4.7155974,3.4748078,11242.4339671,18.3601489,821.3764221,1365.3855665,109.305384,70.780189,TESS
FALSE POSITIVE,108.818021,81.220983,4016.0,4.72,0.58,12.3454,3.2428744,2.417,1470.0,2.3171,113.659,909.0,108.818021,81.220983,TESS
CONFIRMED,105.404552,72.41493,6433.0,4.36,1.25,11.0383,56.4043748,4.069,9060.0,12.5447,0.909373,272.0,105.404552,72.41493,TESS
CANDIDATE,128.261476,82.024762,5275.0,4.46,0.92,12.2769,1.9795413,2.088,2640.0,4.77367,604.981,1381.0,128.261476,82.024762,TESS
CANDIDATE,281.527275,46.248566,4279.0,4.51,0.75,11.8417,3.2724973,1.459,5320.0,5.6778,44.1281,718.0,281.527275,46.248566,TESS
CONFIRMED,66.370902,-30.600436,6600.0,4.20892,1.48532,9.6757,3.6623918,3.7669692,12253.6582523,17.2805567,1645.9886958,1624.5252338,66.370902,-30.600436,TESS
FALSE POSITIVE,116.069722,68.826258,4812.0,4.26,1.08,10.7386,6.269716,3.696,1240.0,3.86288,154.408,982.0,116.069722,68.826258,TESS
CANDIDATE,280.9612,48.134073,5263.0,4.45,0.94,12.8667,2.3382502,2.289,13090.0,11.123,438.011,1274.0,280.9612,48.134073,TESS
CANDIDATE,216.765629,78.762732,5801.0,4.01,1.69397,11.8921,11.7647926,4.4338184,4428.9591948,11.5240963,287.7082031,1050.4074921,216.765629,78.762732,TESS
FALSE POSITIVE,70.506153,79.987529,5987.0,4.58,0.89,11.2063,0.9135968,1.247,540.0,2.17077,2079.14,1881.0,70.506153,79.987529,TESS
FALSE POSITIVE,271.493129,78.049292,6150.0,3.9,2.05,10.5893,2.5139764,2.36,560.0,4.90303,1043.42,1583.0,271.493129,78.049292,TESS
CANDIDATE,20.407409,82.168783,6357.0,4.19,1.5,12.1943,3.7630305,3.503,1580.0,5.96705,1050.55,1586.0,20.407409,82.168783,TESS
CONFIRMED,77.612879,70.391079,6244.0,4.19,1.47,10.8557,3.8016217,3.223,8310.0,13.6371,672.585,1418.0,77.612879,70.391079,TESS
CONFIRMED,227.532153,72.710313,5988.0,3.93,1.88626,11.2633,3.660032,4.7853014,7749.7203265,17.5565568,1804.5548719,1662.3109767,227.532153,72.710313,TESS
FALSE POSITIVE,24.670602,80.433347,5999.0,4.36,1.16,12.9551,4.6200781,2.149,3480.0,7.04607,216.021,1068.0,24.670602,80.433347,TESS
FALSE POSITIVE,36.853585,-12.03893,5773.74,3.51,1.23,9.15779,1.82488,1.757,2950.0,24.8366,3161.32,2088.0,36.853585,-12.03893,TESS
CANDIDATE,96.977875,74.00813,5501.0,4.48,0.94,12.1311,4.2511214,2.823,13830.0,11.2617,240.568,1097.0,96.977875,74.00813,TESS
CANDIDATE,87.952472,71.290609,6338.0,4.21,1.45,12.5401,3.6022715,2.752,9700.0,14.4799,582.883,1368.0,87.952472,71.290609,TESS
CANDIDATE,263.891395,35.276512,5875.0,3.92,1.86,12.6521,3.6593967,3.917,4230.0,12.1105,1001.69,1567.0,263.891395,35.276512,TESS
FALSE POSITIVE,70.100556,81.077272,6126.0,3.46,3.31,12.1158,9.8482192,4.24,1670.0,13.8742,206.691,1056.0,70.100556,81.077272,TESS
CANDIDATE,86.617798,75.045539,5442.0,4.49,0.91,11.9039,16.9020565,5.729,14890.0,11.3763,62.5724,783.0,86.617798,75.045539,TESS
CONFIRMED,39.429743,80.267384,5421.0,4.54,0.86,11.5241,4.0664446,1.712,19740.0,12.1827,89.3911,856.0,39.429743,80.267384,TESS
CANDIDATE,274.417782,34.091383,6036.0,4.13,1.51,11.5765,0.7011578,0.932,5890.0,13.2816,4863.59,2326.0,274.417782,34.091383,TESS
CANDIDATE,83.088172,79.809132,5865.0,4.23,1.3,12.7833,2.3745416,3.17,10590.0,13.6144,1303.71,1674.0,83.088172,79.809132,TESS
FALSE POSITIVE,30.021663,77.369001,4939.0,4.55,0.79,12.0672,3.6841446,2.967,2260.0,3.74263,286.262,1145.0,30.021663,77.369001,TESS
CANDIDATE,61.055097,75.496655,5037.0,4.44,0.91,12.8508,3.2928068,2.107,16460.0,11.9432,159.842,990.0,61.055097,75.496655,TESS
